stance_label	coder_id	id	stance_numeric	relevance_label	relevance_numeric
Neutral	5e6cd7d5e1924c2888545bbb	aa_opeds_sample/txt/2065768718.xml.txt	stance:::Neutral		
In Favor/Supports	65a59414270861aa7db6520c	aa_opeds_sample/txt/2236765173.xml.txt	stance:::In Favor/Supports		
Against/Opposes	65a59414270861aa7db6520c	aa_opeds_sample/txt/409707034.xml.txt	stance:::Against/Opposes		
Against/Opposes	65a59414270861aa7db6520c	aa_opeds_sample/txt/399070959.xml.txt	stance:::Against/Opposes		
In Favor/Supports	65a59414270861aa7db6520c	aa_opeds_sample/txt/2837300226.xml.txt	stance:::In Favor/Supports		
None/Not Discussed	65a59414270861aa7db6520c	aa_opeds_sample/txt/419118450.xml.txt	stance:::None/Not Discussed		
Neutral	65a59414270861aa7db6520c	aa_opeds_sample/txt/421118533.xml.txt	stance:::Neutral		
Neutral	65a59414270861aa7db6520c	test_question_neutral_testing_2	stance:::Neutral		
None/Not Discussed	65a59414270861aa7db6520c	aa_opeds_sample/txt/1023015447.xml.txt	stance:::None/Not Discussed		
In Favor/Supports	65a59414270861aa7db6520c	aa_opeds_sample/txt/1878508466.xml.txt	stance:::In Favor/Supports		
Neutral	65a59414270861aa7db6520c	aa_opeds_sample/txt/433917131.xml.txt	stance:::Neutral		
In Favor/Supports	6578eb199d938bc19925a731	aa_opeds_sample/txt/2454579785.xml.txt	stance:::In Favor/Supports		
None/Not Discussed	6578eb199d938bc19925a731	aa_opeds_sample/txt/424505995.xml.txt	stance:::None/Not Discussed		
Neutral	6578eb199d938bc19925a731	aa_opeds_sample/txt/420558694.xml.txt	stance:::Neutral		
In Favor/Supports	6578eb199d938bc19925a731	aa_opeds_sample/txt/2635873593.xml.txt	stance:::In Favor/Supports		
Neutral	6578eb199d938bc19925a731	test_question_neutral_testing_2	stance:::Neutral		
Neutral	6578eb199d938bc19925a731	aa_opeds_sample/txt/2234177127.xml.txt	stance:::Neutral		
In Favor/Supports	6578eb199d938bc19925a731	aa_opeds_sample/txt/434126284.xml.txt	stance:::In Favor/Supports		
Against/Opposes	6578eb199d938bc19925a731	aa_opeds_sample/txt/759996654.xml.txt	stance:::Against/Opposes		
Neutral	6578eb199d938bc19925a731	aa_opeds_sample/txt/399095057.xml.txt	stance:::Neutral		
None/Not Discussed	6578eb199d938bc19925a731	aa_opeds_sample/txt/419989695.xml.txt	stance:::None/Not Discussed		
In Favor/Supports	5a9ac3061eda410001366658	aa_opeds_sample/txt/2237777942.xml.txt	stance:::In Favor/Supports		
In Favor/Supports	5a9ac3061eda410001366658	aa_opeds_sample/txt/1987023512.xml.txt	stance:::In Favor/Supports		
Neutral	5a9ac3061eda410001366658	aa_opeds_sample/txt/421508307.xml.txt	stance:::Neutral		
Neutral	5a9ac3061eda410001366658	aa_opeds_sample/txt/408321836.xml.txt	stance:::Neutral		
Neutral	5a9ac3061eda410001366658	aa_opeds_sample/txt/431879654.xml.txt	stance:::Neutral		
Against/Opposes	5a9ac3061eda410001366658	aa_opeds_sample/txt/2509403436.xml.txt	stance:::Against/Opposes		
In Favor/Supports	5a9ac3061eda410001366658	aa_opeds_sample/txt/408580425.xml.txt	stance:::In Favor/Supports		
In Favor/Supports	5a9ac3061eda410001366658	test_question_pro_testing_1	stance:::In Favor/Supports		
In Favor/Supports	5a9ac3061eda410001366658	aa_opeds_sample/txt/431493919.xml.txt	stance:::In Favor/Supports		
Neutral	5a9ac3061eda410001366658	aa_opeds_sample/txt/2236625026.xml.txt	stance:::Neutral		
None/Not Discussed	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/2565796466.xml.txt	stance:::None/Not Discussed		
Neutral	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/2424705741.xml.txt	stance:::Neutral		
None/Not Discussed	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/398788879.xml.txt	stance:::None/Not Discussed		
Neutral	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/399095057.xml.txt	stance:::Neutral		
Neutral	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/408649107.xml.txt	stance:::Neutral		
None/Not Discussed	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/422316037.xml.txt	stance:::None/Not Discussed		
In Favor/Supports	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/423943644.xml.txt	stance:::In Favor/Supports		
In Favor/Supports	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/421552708.xml.txt	stance:::In Favor/Supports		
Neutral	62dea723c6db0370fd6c8229	test_question_neutral_testing_1	stance:::Neutral		
None/Not Discussed	62dea723c6db0370fd6c8229	aa_opeds_sample/txt/430675992.xml.txt	stance:::None/Not Discussed		
Neutral	607295300f59b34c26ccac31	aa_opeds_sample/txt/419426239.xml.txt	stance:::Neutral		
Neutral	607295300f59b34c26ccac31	aa_opeds_sample/txt/1022742622.xml.txt	stance:::Neutral		
Neutral	607295300f59b34c26ccac31	aa_opeds_sample/txt/2230209410.xml.txt	stance:::Neutral		
In Favor/Supports	607295300f59b34c26ccac31	test_question_neutral_testing_2	stance:::In Favor/Supports		
Against/Opposes	607295300f59b34c26ccac31	aa_opeds_sample/txt/420158599.xml.txt	stance:::Against/Opposes		
Neutral	607295300f59b34c26ccac31	aa_opeds_sample/txt/418468478.xml.txt	stance:::Neutral		
Against/Opposes	607295300f59b34c26ccac31	aa_opeds_sample/txt/418249271.xml.txt	stance:::Against/Opposes		
Neutral	607295300f59b34c26ccac31	aa_opeds_sample/txt/2417314051.xml.txt	stance:::Neutral		
Neutral	607295300f59b34c26ccac31	aa_opeds_sample/txt/1011079659.xml.txt	stance:::Neutral		
Against/Opposes	607295300f59b34c26ccac31	aa_opeds_sample/txt/307918907.xml.txt	stance:::Against/Opposes		
None/Not Discussed	6409220c6166510beff12d14	aa_opeds_sample/txt/410325615.xml.txt	stance:::None/Not Discussed		
In Favor/Supports	6409220c6166510beff12d14	test_question_pro_testing_1	stance:::In Favor/Supports		
None/Not Discussed	6409220c6166510beff12d14	aa_opeds_sample/txt/1919844871.xml.txt	stance:::None/Not Discussed		
In Favor/Supports	6409220c6166510beff12d14	aa_opeds_sample/txt/420033919.xml.txt	stance:::In Favor/Supports		
Neutral	6409220c6166510beff12d14	aa_opeds_sample/txt/2053215813.xml.txt	stance:::Neutral		
None/Not Discussed	6409220c6166510beff12d14	aa_opeds_sample/txt/2238130344.xml.txt	stance:::None/Not Discussed		
Neutral	6409220c6166510beff12d14	aa_opeds_sample/txt/1951409635.xml.txt	stance:::Neutral		
None/Not Discussed	6409220c6166510beff12d14	aa_opeds_sample/txt/1716194235.xml.txt	stance:::None/Not Discussed		
In Favor/Supports	6409220c6166510beff12d14	aa_opeds_sample/txt/2832640273.xml.txt	stance:::In Favor/Supports		
Neutral	6409220c6166510beff12d14	aa_opeds_sample/txt/422176235.xml.txt	stance:::Neutral		
Neutral	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/1716194235.xml.txt	stance:::Neutral		
Against/Opposes	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/422176235.xml.txt	stance:::Against/Opposes		
Against/Opposes	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/398612922.xml.txt	stance:::Against/Opposes		
Neutral	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/408345293.xml.txt	stance:::Neutral		
In Favor/Supports	6580ab64459a9ec6fcc653b3	test_question_pro_testing_1	stance:::In Favor/Supports		
Neutral	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/421152514.xml.txt	stance:::Neutral		
Neutral	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/410325615.xml.txt	stance:::Neutral		
In Favor/Supports	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/1774364135.xml.txt	stance:::In Favor/Supports		
Against/Opposes	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/2238130344.xml.txt	stance:::Against/Opposes		
In Favor/Supports	6580ab64459a9ec6fcc653b3	aa_opeds_sample/txt/420033919.xml.txt	stance:::In Favor/Supports		
